Date(UTC)	Depth(m)	Temperature(C)	PAR	Angle	Dryness
2015-07-17 09:23:05.00	0.33	1.850	315.82	28.000	0
2015-07-17 09:23:05.25	0.31	1.860	316.08	28.000	0
2015-07-17 09:23:05.50	0.33	1.860	316.34	28.000	0
2015-07-17 09:23:05.75	0.29	1.860	316.51	28.000	0
2015-07-17 09:23:06.00	0.30	1.850	316.67	28.000	0
2015-07-17 09:23:06.25	0.31	1.860	316.85	28.000	0
2015-07-17 09:23:06.50	0.30	1.860	316.99	28.000	0
2015-07-17 09:23:06.75	0.29	1.860	317.05	28.000	0
2015-07-17 09:23:07.00	0.32	1.850	317.27	28.000	0
2015-07-17 09:23:07.25	0.30	1.860	317.44	28.000	0
2015-07-17 09:23:07.50	0.30	1.860	317.68	28.000	0
2015-07-17 09:23:07.75	0.29	1.860	317.81	28.000	0
2015-07-17 09:23:09.00	0.31	1.850	318.85	28.000	0
2015-07-17 09:23:09.25	0.31	1.860	318.9	28.000	0
2015-07-17 09:23:09.50	0.32	1.860	319.15	28.000	0
2015-07-17 09:23:09.75	0.30	1.860	319.28	28.000	0
2015-07-17 09:23:11.00	0.31	1.850	319.91	28.000	0
2015-07-17 09:23:11.25	0.31	1.860	320.12	28.000	0
2015-07-17 09:23:11.50	0.34	1.860	320.36	28.000	0
2015-07-17 09:23:11.75	0.30	1.860	320.59	28.000	0
2015-07-17 09:23:12.00	0.29	1.860	320.82	28.000	0
2015-07-17 09:23:12.25	0.31	1.870	321.02	28.000	0
2015-07-17 09:23:12.50	0.31	1.860	321.2	28.000	0
2015-07-17 09:23:12.75	0.31	1.870	321.33	28.000	0
2015-07-17 09:23:13.00	0.30	1.860	321.44	28.000	0
2015-07-17 09:23:13.25	0.30	1.870	321.56	28.000	0
2015-07-17 09:23:13.50	0.31	1.870	321.71	28.000	0
2015-07-17 09:23:13.75	0.30	1.870	321.83	28.000	0
2015-07-17 09:23:17.00	0.29	1.860	323.92	29.000	0
2015-07-17 09:23:17.25	0.31	1.870	324.04	29.000	0
2015-07-17 09:23:17.50	0.30	1.870	324.21	29.000	0
2015-07-17 09:23:17.75	0.29	1.870	324.33	29.000	0
2015-07-17 09:23:21.00	0.29	1.860	326.13	28.000	0
2015-07-17 09:23:21.25	0.28	1.870	326.21	28.000	0
2015-07-17 09:23:21.50	0.30	1.870	326.38	28.000	0
2015-07-17 09:23:21.75	0.29	1.870	326.59	28.000	0
2015-07-17 09:23:25.00	0.29	1.870	328.03	28.000	0
2015-07-17 09:23:25.25	0.28	1.870	328.09	28.000	0
2015-07-17 09:23:25.50	0.31	1.870	328.29	28.000	0
2015-07-17 09:23:25.75	0.35	1.870	328.43	28.000	0
2015-07-17 09:23:26.00	0.30	1.860	328.47	28.000	0
2015-07-17 09:23:26.25	0.32	1.870	328.6	28.000	0
2015-07-17 09:23:26.50	0.30	1.870	328.72	28.000	0
2015-07-17 09:23:26.75	0.29	1.870	328.93	28.000	0
2015-07-17 09:23:27.00	0.32	1.870	329.08	28.000	0
2015-07-17 09:23:27.25	0.30	1.870	329.09	28.000	0
2015-07-17 09:23:27.50	0.31	1.870	329.11	28.000	0
2015-07-17 09:23:27.75	0.31	1.870	329.14	28.000	0
2015-07-17 09:23:29.00	0.31	1.870	329.59	28.000	0
2015-07-17 09:23:29.25	0.31	1.870	329.75	28.000	0
2015-07-17 09:23:29.50	0.32	1.870	329.86	28.000	0
2015-07-17 09:23:29.75	0.30	1.870	330.15	28.000	0
2015-07-17 09:23:30.00	0.30	1.870	330.12	28.000	0
2015-07-17 09:23:30.25	0.30	1.870	330.12	28.000	0
2015-07-17 09:23:30.50	0.29	1.870	330.19	28.000	0
2015-07-17 09:23:30.75	0.30	1.870	330.35	28.000	0
2015-07-17 09:23:31.00	0.31	1.860	330.38	28.000	0
2015-07-17 09:23:31.25	0.31	1.870	330.4	28.000	0
2015-07-17 09:23:31.50	0.32	1.870	330.4	28.000	0
2015-07-17 09:23:31.75	0.34	1.870	330.52	28.000	0
2015-07-17 09:23:32.00	0.30	1.870	330.66	28.000	0
2015-07-17 09:23:32.25	0.28	1.870	330.87	28.000	0
2015-07-17 09:23:32.50	0.31	1.870	330.97	28.000	0
2015-07-17 09:23:32.75	0.31	1.870	331.01	28.000	0
2015-07-17 09:23:40.00	0.29	1.860	333.73	28.000	0
2015-07-17 09:23:40.25	0.30	1.860	333.87	28.000	0
2015-07-17 09:23:40.50	0.30	1.860	333.89	28.000	0
2015-07-17 09:23:40.75	0.29	1.860	333.99	28.000	0
2015-07-17 09:23:42.00	0.31	1.860	334.65	28.000	0
2015-07-17 09:23:42.25	0.30	1.860	334.72	28.000	0
2015-07-17 09:23:42.50	0.31	1.860	334.85	28.000	0
2015-07-17 09:23:42.75	0.30	1.860	334.91	28.000	0
2015-07-17 09:23:45.00	0.29	1.860	335.96	28.000	0
2015-07-17 09:23:45.25	0.30	1.870	335.98	28.000	0
2015-07-17 09:23:45.50	0.33	1.870	336.09	28.000	0
2015-07-17 09:23:45.75	0.31	1.870	336.28	28.000	0
2015-07-17 09:23:47.00	0.34	1.870	336.98	28.000	0
2015-07-17 09:23:47.25	0.32	1.870	337.05	28.000	0
2015-07-17 09:23:47.50	0.30	1.870	337.08	28.000	0
2015-07-17 09:23:47.75	0.29	1.870	337.3	28.000	0
2015-07-17 09:23:49.00	0.30	1.870	337.91	28.000	0
2015-07-17 09:23:49.25	0.33	1.880	338.01	28.000	0
2015-07-17 09:23:49.50	0.32	1.880	338.18	28.000	0
2015-07-17 09:23:49.75	0.32	1.880	338.26	28.000	0
2015-07-17 09:23:50.00	0.30	1.870	338.47	28.000	0
2015-07-17 09:23:50.25	0.28	1.880	338.62	28.000	0
2015-07-17 09:23:50.50	0.31	1.880	338.77	28.000	0
2015-07-17 09:23:50.75	0.29	1.880	338.98	28.000	0
2015-07-17 09:23:51.00	0.33	1.870	339.02	28.000	0
2015-07-17 09:23:51.25	0.30	1.880	339.13	28.000	0
2015-07-17 09:23:51.50	0.31	1.880	339.19	28.000	0
2015-07-17 09:23:51.75	0.29	1.880	339.32	28.000	0
2015-07-17 09:23:54.00	0.33	1.880	340.32	28.000	0
2015-07-17 09:23:54.25	0.31	1.880	340.66	28.000	0
2015-07-17 09:23:54.50	0.30	1.890	340.74	28.000	0
2015-07-17 09:23:54.75	0.29	1.890	340.87	28.000	0
2015-07-17 09:23:55.00	0.34	1.880	340.96	28.000	0
2015-07-17 09:23:55.25	0.30	1.890	341.12	28.000	0
2015-07-17 09:23:55.50	0.29	1.890	341.24	28.000	0
2015-07-17 09:23:55.75	0.31	1.890	341.31	28.000	0
2015-07-17 09:23:58.00	0.31	1.880	342.49	28.000	0
2015-07-17 09:23:58.25	0.30	1.890	342.62	28.000	0
2015-07-17 09:23:58.50	0.33	1.890	342.74	28.000	0
2015-07-17 09:23:58.75	0.31	1.890	342.83	28.000	0
2015-07-17 09:24:00.00	0.30	1.880	343.33	28.000	0
2015-07-17 09:24:00.25	0.29	1.890	343.42	28.000	0
2015-07-17 09:24:00.50	0.32	1.890	343.61	28.000	0
2015-07-17 09:24:00.75	0.31	1.890	343.84	28.000	0
2015-07-17 09:24:02.00	0.33	1.880	344.39	28.000	0
2015-07-17 09:24:02.25	0.30	1.890	344.52	28.000	0
2015-07-17 09:24:02.50	0.32	1.890	344.6	28.000	0
2015-07-17 09:24:02.75	0.32	1.890	344.68	28.000	0
2015-07-17 09:24:03.00	0.29	1.880	344.79	28.000	0
2015-07-17 09:24:03.25	0.29	1.890	345.03	28.000	0
2015-07-17 09:24:03.50	0.32	1.890	345.19	28.000	0
2015-07-17 09:24:03.75	0.29	1.890	345.33	28.000	0
2015-07-17 09:24:04.00	0.29	1.890	345.41	28.000	0
2015-07-17 09:24:04.25	0.30	1.890	345.48	28.000	0
2015-07-17 09:24:04.50	0.29	1.890	345.6	28.000	0
2015-07-17 09:24:04.75	0.31	1.890	345.72	28.000	0
2015-07-17 09:24:05.00	0.29	1.890	345.78	28.000	0
2015-07-17 09:24:05.25	0.31	1.890	345.83	28.000	0
2015-07-17 09:24:05.50	0.30	1.890	346.02	28.000	0
2015-07-17 09:24:05.75	0.31	1.890	346.23	28.000	0
2015-07-17 09:24:07.00	0.31	1.890	346.75	28.000	0
2015-07-17 09:24:07.25	0.30	1.900	346.77	28.000	0
2015-07-17 09:24:07.50	0.32	1.900	346.94	28.000	0
2015-07-17 09:24:07.75	0.30	1.900	346.93	28.000	0
2015-07-17 09:24:08.00	0.31	1.890	347.02	28.000	0
2015-07-17 09:24:08.25	0.28	1.900	347.1	28.000	0
2015-07-17 09:24:08.50	0.31	1.900	347.27	28.000	0
2015-07-17 09:24:08.75	0.30	1.900	347.37	28.000	0
2015-07-17 09:24:13.00	0.30	1.890	349.07	28.000	0
2015-07-17 09:24:13.25	0.30	1.900	349.16	28.000	0
2015-07-17 09:24:13.50	0.30	1.900	349.26	28.000	0
2015-07-17 09:24:13.75	0.30	1.900	349.32	28.000	0
2015-07-17 09:24:16.00	0.30	1.890	350.23	28.000	0
2015-07-17 09:24:16.25	0.30	1.900	350.29	28.000	0
2015-07-17 09:24:16.50	0.31	1.900	350.33	28.000	0
2015-07-17 09:24:16.75	0.30	1.900	350.45	28.000	0
2015-07-17 09:24:21.00	0.31	1.900	351.69	28.000	0
2015-07-17 09:24:21.25	0.29	1.900	351.72	28.000	0
2015-07-17 09:24:21.50	0.31	1.910	351.75	28.000	0
2015-07-17 09:24:21.75	0.30	1.910	351.85	28.000	0
2015-07-17 09:24:22.00	0.32	1.900	351.94	28.000	0
2015-07-17 09:24:22.25	0.33	1.910	352.07	28.000	0
2015-07-17 09:24:22.50	0.29	1.900	352.05	28.000	0
2015-07-17 09:24:22.75	0.33	1.910	352.14	28.000	0
2015-07-17 09:24:25.00	0.32	1.900	352.79	28.000	0
2015-07-17 09:24:25.25	0.29	1.910	352.89	28.000	0
2015-07-17 09:24:25.50	0.29	1.910	353.04	28.000	0
2015-07-17 09:24:25.75	0.32	1.910	353.15	28.000	0
2015-07-17 09:24:27.00	0.31	1.900	353.39	28.000	0
2015-07-17 09:24:27.25	0.29	1.910	353.48	28.000	0
2015-07-17 09:24:27.50	0.32	1.910	353.5	28.000	0
2015-07-17 09:24:27.75	0.32	1.910	353.63	28.000	0
2015-07-17 09:24:29.00	0.31	1.910	354.13	28.000	0
2015-07-17 09:24:29.25	0.31	1.910	354.23	28.000	0
2015-07-17 09:24:29.50	0.31	1.910	354.18	28.000	0
2015-07-17 09:24:29.75	0.34	1.910	354.27	28.000	0
2015-07-17 09:24:30.00	0.29	1.910	354.31	28.000	0
2015-07-17 09:24:30.25	0.31	1.910	354.44	28.000	0
2015-07-17 09:24:30.50	0.29	1.910	354.51	28.000	0
2015-07-17 09:24:30.75	0.32	1.910	354.54	28.000	0
2015-07-17 09:24:34.00	0.31	1.900	355.48	28.000	0
2015-07-17 09:24:34.25	0.32	1.910	355.52	28.000	0
2015-07-17 09:24:34.50	0.29	1.910	355.57	28.000	0
2015-07-17 09:24:34.75	0.33	1.910	355.56	28.000	0
2015-07-17 09:24:39.00	0.30	1.900	356.96	28.000	0
2015-07-17 09:24:39.25	0.31	1.910	357.19	28.000	0
2015-07-17 09:24:39.50	0.32	1.910	357.24	28.000	0
2015-07-17 09:24:39.75	0.31	1.910	357.27	28.000	0
2015-07-17 09:24:40.00	0.31	1.910	357.23	28.000	0
2015-07-17 09:24:40.25	0.30	1.910	357.3	28.000	0
2015-07-17 09:24:40.50	0.32	1.910	357.21	28.000	0
2015-07-17 09:24:40.75	0.29	1.910	357.2	28.000	0
2015-07-17 09:24:41.00	0.33	1.910	357.23	28.000	0
2015-07-17 09:24:41.25	0.31	1.910	357.29	28.000	0
2015-07-17 09:24:41.50	0.30	1.910	357.53	28.000	0
2015-07-17 09:24:41.75	0.31	1.910	357.61	28.000	0
2015-07-17 09:24:42.00	0.32	1.910	357.88	28.000	0
2015-07-17 09:24:42.25	0.33	1.910	358.06	28.000	0
2015-07-17 09:24:42.50	0.29	1.910	358.12	28.000	0
2015-07-17 09:24:42.75	0.30	1.910	358.13	28.000	0
2015-07-17 09:24:44.00	0.29	1.910	358.21	28.000	0
2015-07-17 09:24:44.25	0.30	1.910	358.22	28.000	0
2015-07-17 09:24:44.50	0.29	1.910	358.28	28.000	0
2015-07-17 09:24:44.75	0.29	1.910	358.44	28.000	0
2015-07-17 09:24:46.00	0.32	1.910	358.98	28.000	0
2015-07-17 09:24:46.25	0.32	1.910	359.1	28.000	0
2015-07-17 09:24:46.50	0.30	1.910	359.13	28.000	0
2015-07-17 09:24:46.75	0.33	1.910	359.17	28.000	0
2015-07-17 09:24:49.00	0.32	1.900	359.63	28.000	0
2015-07-17 09:24:49.25	0.31	1.910	359.77	28.000	0
2015-07-17 09:24:49.50	0.29	1.910	359.83	28.000	0
2015-07-17 09:24:49.75	0.32	1.900	359.98	28.000	0
2015-07-17 09:24:51.00	0.30	1.900	360.53	28.000	0
2015-07-17 09:24:51.25	0.30	1.900	360.64	28.000	0
2015-07-17 09:24:51.50	0.29	1.900	360.68	28.000	0
2015-07-17 09:24:51.75	0.27	1.910	360.64	28.000	0
2015-07-17 09:24:52.00	0.29	1.900	360.67	28.000	0
2015-07-17 09:24:52.25	0.30	1.900	360.8	28.000	0
2015-07-17 09:24:52.50	0.33	1.900	360.89	28.000	0
2015-07-17 09:24:52.75	0.30	1.900	360.91	28.000	0
2015-07-17 09:24:54.00	0.32	1.890	361.51	28.000	0
2015-07-17 09:24:54.25	0.32	1.900	361.52	28.000	0
2015-07-17 09:24:54.50	0.31	1.900	361.61	28.000	0
2015-07-17 09:24:54.75	0.31	1.900	361.62	28.000	0
2015-07-17 09:24:56.00	0.32	1.890	361.87	27.000	0
2015-07-17 09:24:56.25	0.31	1.890	361.99	27.000	0
2015-07-17 09:24:56.50	0.29	1.900	362.04	27.000	0
2015-07-17 09:24:56.75	0.32	1.890	362.12	27.000	0
2015-07-17 09:24:57.00	0.32	1.890	362.23	27.000	0
2015-07-17 09:24:57.25	0.30	1.890	362.4	27.000	0
2015-07-17 09:24:57.50	0.32	1.890	362.48	27.000	0
2015-07-17 09:24:57.75	0.30	1.890	362.54	27.000	0
2015-07-17 09:25:00.00	0.30	1.880	363.08	27.000	0
2015-07-17 09:25:00.25	0.32	1.890	363.22	27.000	0
2015-07-17 09:25:00.50	0.31	1.890	363.28	27.000	0
2015-07-17 09:25:00.75	0.32	1.890	363.4	27.000	0
2015-07-17 09:25:02.00	0.34	1.880	363.72	28.000	0
2015-07-17 09:25:02.25	0.33	1.880	363.69	28.000	0
2015-07-17 09:25:02.50	0.31	1.880	363.66	28.000	0
2015-07-17 09:25:02.75	0.31	1.880	363.79	28.000	0
2015-07-17 09:25:03.00	0.30	1.870	363.77	28.000	0
2015-07-17 09:25:03.25	0.31	1.880	363.85	28.000	0
2015-07-17 09:25:03.50	0.29	1.870	363.97	28.000	0
2015-07-17 09:25:03.75	0.30	1.880	364.13	28.000	0
2015-07-17 09:25:05.00	0.32	1.860	364.58	28.000	0
2015-07-17 09:25:05.25	0.29	1.870	364.52	28.000	0
2015-07-17 09:25:05.50	0.30	1.870	364.56	28.000	0
2015-07-17 09:25:05.75	0.32	1.860	364.65	28.000	0
2015-07-17 09:25:07.00	0.34	1.850	365.33	28.000	0
2015-07-17 09:25:07.25	0.32	1.860	365.43	28.000	0
2015-07-17 09:25:07.50	0.31	1.860	365.59	28.000	0
2015-07-17 09:25:07.75	0.30	1.860	365.55	28.000	0
2015-07-17 09:25:10.00	0.32	1.840	365.96	28.000	0
2015-07-17 09:25:10.25	0.34	1.850	366.08	28.000	0
2015-07-17 09:25:10.50	0.31	1.840	366.16	28.000	0
2015-07-17 09:25:10.75	0.29	1.850	366.23	28.000	0
2015-07-17 09:25:12.00	0.30	1.830	366.62	28.000	0
2015-07-17 09:25:12.25	0.30	1.840	366.75	28.000	0
2015-07-17 09:25:12.50	0.32	1.840	366.81	28.000	0
2015-07-17 09:25:12.75	0.33	1.840	366.94	28.000	0
2015-07-17 09:25:13.00	0.30	1.830	367.02	28.000	0
2015-07-17 09:25:13.25	0.29	1.840	367.1	28.000	0
2015-07-17 09:25:13.50	0.30	1.840	367.16	28.000	0
2015-07-17 09:25:13.75	0.31	1.830	367.25	28.000	0
2015-07-17 09:25:18.00	0.29	1.820	368.74	28.000	0
2015-07-17 09:25:18.25	0.32	1.820	368.97	28.000	0
2015-07-17 09:25:18.50	0.31	1.820	369.16	28.000	0
2015-07-17 09:25:18.75	0.31	1.820	369.32	28.000	0
2015-07-17 09:25:25.00	0.33	1.790	372.22	28.000	0
2015-07-17 09:25:25.25	0.31	1.800	372.39	28.000	0
2015-07-17 09:25:25.50	0.32	1.800	372.49	28.000	0
2015-07-17 09:25:25.75	0.31	1.800	372.62	28.000	0
2015-07-17 09:25:27.00	0.30	1.790	373.02	28.000	0
2015-07-17 09:25:27.25	0.29	1.790	373.23	28.000	0
2015-07-17 09:25:27.50	0.33	1.790	373.36	28.000	0
2015-07-17 09:25:27.75	0.32	1.790	373.51	28.000	0
2015-07-17 09:25:28.00	0.32	1.790	373.57	28.000	0
2015-07-17 09:25:28.25	0.32	1.790	373.81	28.000	0
2015-07-17 09:25:28.50	0.29	1.790	373.96	28.000	0
2015-07-17 09:25:28.75	0.31	1.790	374.14	28.000	0
2015-07-17 09:25:29.00	0.32	1.780	374.16	28.000	0
2015-07-17 09:25:29.25	0.31	1.790	374.15	28.000	0
2015-07-17 09:25:29.50	0.31	1.790	374.29	28.000	0
2015-07-17 09:25:29.75	0.31	1.790	374.38	28.000	0
2015-07-17 09:25:33.00	0.30	1.780	376.02	28.000	0
2015-07-17 09:25:33.25	0.31	1.780	376.03	28.000	0
2015-07-17 09:25:33.50	0.30	1.780	376.14	28.000	0
2015-07-17 09:25:33.75	0.29	1.790	376.35	28.000	0
2015-07-17 09:25:35.00	0.31	1.780	377.12	28.000	0
2015-07-17 09:25:35.25	0.29	1.780	377.31	28.000	0
2015-07-17 09:25:35.50	0.30	1.780	377.26	28.000	0
2015-07-17 09:25:35.75	0.31	1.780	377.42	28.000	0
2015-07-17 09:52:33.00	0.08	-1.850	1.58	7.000	0
2015-07-17 10:22:33.00	0.15	-1.870	1.88	19.000	0
2015-07-17 10:52:33.00	0.10	-1.870	2.53	27.000	0
2015-07-17 11:22:33.00	0.09	-1.870	3.74	10.000	0
2015-07-17 11:52:33.00	0.15	-1.860	4.41	17.000	0
2015-07-17 12:22:33.00	0.11	-1.860	5.53	0.000	0
2015-07-17 12:52:33.00	0.15	-1.840	5.93	25.000	0
2015-07-17 15:22:33.00	0.23	-1.960	1.51	0.000	0
2015-07-17 15:52:33.00	0.19	-1.830	1.52	20.000	0
2015-07-17 16:22:33.00	0.22	-1.770	1.5	32.000	0
2015-07-17 16:52:33.00	0.18	-1.760	1.51	29.000	0
2015-07-17 19:22:33.00	0.22	-1.750	1.5	34.000	0
2015-07-17 19:52:33.00	0.30	-1.770	1.52	22.000	0
2015-07-17 20:22:33.00	0.26	-1.700	1.51	34.000	0
2015-07-17 20:52:33.00	0.20	-1.830	1.48	39.000	0
2015-07-18 01:22:33.00	0.13	-2.030	1.51	26.000	0
2015-07-18 01:52:33.00	0.16	-2.020	1.51	27.000	0
2015-07-18 02:22:33.00	0.13	-2.050	1.52	12.000	0
2015-07-18 02:52:33.00	0.14	-2.020	1.5	32.000	0
2015-07-18 05:22:33.00	0.16	-1.970	1.52	0.000	0
2015-07-18 05:52:33.00	0.12	-1.930	1.51	0.000	0
2015-07-18 06:22:33.00	0.16	-1.900	1.49	29.000	0
2015-07-18 06:52:33.00	0.17	-1.900	1.51	23.000	0
2015-07-18 07:22:33.00	0.14	-1.890	1.52	10.000	0
2015-07-18 07:52:33.00	0.14	-1.880	1.5	32.000	0
2015-07-18 08:22:33.00	0.11	-1.880	1.51	35.000	0
2015-07-18 08:52:33.00	0.17	-1.870	1.52	28.000	0
2015-07-18 11:22:33.00	0.12	-2.030	5.69	17.000	0
2015-07-18 11:52:33.00	0.13	-1.870	4.82	24.000	0
2015-07-18 12:22:33.00	0.14	-1.840	5.4	17.000	0
2015-07-18 12:52:33.00	0.13	-1.830	6.36	35.000	0
2015-07-18 13:22:33.00	0.11	-1.820	4.2	24.000	0
2015-07-18 13:52:33.00	0.13	-1.820	3.82	24.000	0
2015-07-18 14:22:33.00	0.13	-1.830	2.4	0.000	0
2015-07-18 14:52:33.00	0.08	-1.860	1.64	15.000	0
2015-07-18 17:22:33.00	0.07	-1.840	1.52	23.000	0
2015-07-18 17:52:33.00	0.06	-1.840	1.49	24.000	0
2015-07-18 18:22:33.00	0.07	-1.840	1.5	0.000	0
2015-07-18 18:52:33.00	0.06	-1.840	1.51	31.000	0
2015-07-18 19:22:33.00	0.03	-1.830	1.53	15.000	0
2015-07-18 19:52:33.00	0.03	-1.830	1.49	33.000	0
2015-07-18 20:22:33.00	0.06	-1.820	1.54	0.000	0
2015-07-18 20:52:33.00	0.06	-1.810	1.49	0.000	0
2015-07-18 21:22:33.00	0.02	-1.800	1.51	7.000	0
2015-07-18 21:52:33.00	0.05	-1.810	1.49	11.000	0
2015-07-18 22:22:33.00	0.06	-1.830	1.49	0.000	0
2015-07-18 22:52:33.00	0.10	-1.840	1.51	16.000	0
2015-07-18 23:22:33.00	0.07	-1.860	1.51	36.000	0
2015-07-18 23:52:33.00	0.08	-1.890	1.5	24.000	0
2015-07-19 00:22:33.00	0.10	-1.910	1.5	32.000	0
2015-07-19 00:52:33.00	0.10	-1.810	1.51	0.000	0
2015-07-19 05:22:33.00	0.11	-1.820	1.5	25.000	0
2015-07-19 05:52:33.00	0.13	-1.820	1.52	17.000	0
2015-07-19 06:22:33.00	0.16	-1.830	1.52	28.000	0
2015-07-19 06:52:33.00	0.12	-1.830	1.51	12.000	0
2015-07-19 07:22:33.00	0.13	-1.830	1.51	20.000	0
2015-07-19 07:52:33.00	0.14	-1.830	1.5	32.000	0
2015-07-19 08:22:33.00	0.15	-1.830	1.49	11.000	0
2015-07-19 08:52:33.00	0.11	-1.830	1.49	23.000	0
2015-07-19 11:22:33.00	0.13	-1.790	2	26.000	0
2015-07-19 11:52:33.00	0.15	-1.790	2.22	21.000	0
2015-07-19 12:22:33.00	0.16	-1.780	2.2	20.000	0
2015-07-19 12:52:33.00	0.18	-1.780	2.29	0.000	0
2015-07-19 13:22:33.00	0.16	-1.780	2.07	17.000	0
2015-07-19 13:52:33.00	0.15	-1.770	1.98	21.000	0
2015-07-19 14:22:33.00	0.06	-1.780	1.65	24.000	0
2015-07-19 14:52:33.00	0.08	-1.770	1.54	27.000	0
2015-07-19 15:22:33.00	0.19	-1.840	1.49	11.000	0
2015-07-19 15:52:33.00	-0.04	-1.810	1.51	24.000	0
2015-07-19 16:22:33.00	-0.04	-1.860	1.5	5.000	0
2015-07-19 16:52:33.00	-0.05	-2.200	1.52	24.000	0
2015-07-19 23:22:33.00	-0.04	-1.820	1.5	25.000	0
2015-07-19 23:52:33.00	-0.03	-1.820	1.52	26.000	0
2015-07-20 00:22:33.00	-0.04	-1.820	1.48	19.000	0
2015-07-20 00:52:33.00	-0.07	-1.840	1.5	33.000	0
2015-07-20 01:22:33.00	-0.03	-1.980	1.5	28.000	0
2015-07-20 01:52:33.00	-0.06	-2.270	1.5	25.000	0
2015-07-20 02:22:33.00	-0.04	-2.690	1.52	30.000	0
2015-07-20 02:52:33.00	-0.06	-2.940	1.5	26.000	0
2015-07-20 03:22:33.00	-0.05	-3.060	1.51	17.000	0
2015-07-20 03:52:33.00	-0.06	-3.230	1.53	40.000	0
2015-07-20 04:22:33.00	-0.06	-3.410	1.54	27.000	0
2015-07-20 04:52:33.00	-0.08	-2.010	1.53	26.000	0
2015-07-20 05:22:33.00	-0.01	-1.910	1.52	24.000	0
2015-07-20 05:52:33.00	0.05	-1.890	1.49	24.000	0
2015-07-20 06:22:33.00	-0.01	-1.870	1.49	27.000	0
2015-07-20 06:52:33.00	-0.06	-1.870	1.49	24.000	0
2015-07-20 09:22:33.00	0.13	-1.820	1.49	23.000	0
2015-07-20 09:52:33.00	-0.06	-1.820	1.5	26.000	0
2015-07-20 10:22:33.00	-0.06	-1.820	1.55	24.000	0
2015-07-20 10:52:33.00	-0.02	-1.820	1.59	26.000	0
2015-07-20 13:22:33.00	-0.05	-1.860	1.96	26.000	0
2015-07-20 13:52:33.00	-0.05	-1.880	1.77	26.000	0
2015-07-20 14:22:33.00	-0.04	-1.920	1.6	26.000	0
2015-07-20 14:52:33.00	-0.05	-1.950	1.52	26.000	0
2015-07-20 15:22:33.00	-0.03	-2.000	1.53	25.000	0
2015-07-20 15:52:33.00	-0.05	-2.050	1.51	26.000	0
2015-07-20 16:22:33.00	-0.04	-2.100	1.49	25.000	0
2015-07-20 16:52:33.00	-0.05	-2.140	1.5	24.000	0
2015-07-20 17:22:33.00	-0.01	-2.170	1.51	25.000	0
2015-07-20 17:52:33.00	-0.04	-2.190	1.51	24.000	0
2015-07-20 18:22:33.00	0.00	-2.220	1.5	27.000	0
2015-07-20 18:52:33.00	-0.03	-2.240	1.52	24.000	0
2015-07-20 19:22:33.00	-0.02	-2.260	1.51	24.000	0
2015-07-20 19:52:33.00	-0.06	-2.280	1.51	26.000	0
2015-07-20 20:22:33.00	0.00	-2.290	1.5	25.000	0
2015-07-20 20:52:33.00	-0.03	-2.300	1.51	24.000	0
2015-07-20 21:22:33.00	-0.04	-2.310	1.5	25.000	0
2015-07-20 21:52:33.00	-0.03	-2.320	1.53	25.000	0
2015-07-20 22:22:33.00	-0.03	-2.320	1.49	25.000	0
2015-07-20 22:52:33.00	-0.03	-2.330	1.5	25.000	0
2015-07-20 23:22:33.00	-0.03	-2.330	1.51	24.000	0
2015-07-20 23:52:33.00	-0.01	-2.340	1.52	25.000	0
2015-07-21 00:22:33.00	-0.03	-2.340	1.51	27.000	0
2015-07-21 00:52:33.00	-0.06	-2.340	1.49	26.000	0
2015-07-21 09:22:33.00	-0.02	-2.360	1.49	27.000	0
2015-07-21 09:52:33.00	0.01	-2.360	1.53	27.000	0
2015-07-21 10:22:33.00	0.00	-2.370	1.53	27.000	0
2015-07-21 10:52:33.00	-0.01	-2.370	1.56	27.000	0
2015-07-21 13:22:33.00	0.02	-2.390	1.69	27.000	0
2015-07-21 13:52:33.00	0.00	-2.400	1.6	27.000	0
2015-07-21 14:22:33.00	0.00	-2.400	1.58	27.000	0
2015-07-21 14:52:33.00	-0.01	-2.410	1.53	28.000	0
2015-07-21 15:22:33.00	-0.01	-2.410	1.54	27.000	0
2015-07-21 15:52:33.00	0.00	-2.420	1.51	27.000	0
2015-07-21 16:22:33.00	-0.01	-2.430	1.51	27.000	0
2015-07-21 16:52:33.00	0.01	-2.430	1.51	27.000	0
2015-07-21 17:22:33.00	-0.01	-2.440	1.51	28.000	0
2015-07-21 17:52:33.00	0.03	-2.450	1.5	27.000	0
2015-07-21 18:22:33.00	0.01	-2.460	1.49	27.000	0
2015-07-21 18:52:33.00	0.00	-2.460	1.52	28.000	0
2015-07-22 07:22:33.00	0.01	-2.920	1.51	28.000	0
2015-07-22 07:52:33.00	0.01	-2.950	1.52	28.000	0
2015-07-22 08:22:33.00	0.03	-2.970	1.53	28.000	0
2015-07-22 08:52:33.00	0.03	-3.000	1.52	27.000	0
2015-07-22 13:22:33.00	0.01	-3.180	1.72	27.000	0
2015-07-22 13:52:33.00	-0.01	-3.200	1.66	28.000	0
2015-07-22 14:22:33.00	0.00	-3.210	1.58	28.000	0
2015-07-22 14:52:33.00	0.01	-3.230	1.54	28.000	0
2015-07-22 19:22:33.00	0.03	-3.370	1.54	28.000	0
2015-07-22 19:52:33.00	0.01	-3.380	1.51	28.000	0
